seendate,title,url,domain,language,sourcecountry,query_used,seendate_dt,date,title_clean,_vader_text,vader_compound,vader_label,vader_label_num
20251111T201500Z,"Black Friday isnt even here yet , and there are already some surprisingly generous discounts for Nvidia RTX GPUs – it time to open your wallet , gamers",https://www.techradar.com/seasonal-sales/black-friday-isnt-even-here-yet-and-there-are-already-some-surprisingly-generous-discounts-for-nvidias-rtx-gpus-its-time-to-open-your-wallet-gamers,techradar.com,English,United Kingdom,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-11 20:15:00+00:00,2025-11-11,"Black Friday isnt even here yet , and there are already some surprisingly generous discounts for Nvidia RTX GPUs – it time to open your wallet , gamers","black friday isnt even here yet , and there are already some surprisingly generous discounts for nvidia rtx gpus – it time to open your wallet , gamers",0.6705,positive,1
20251111T150000Z,Intel Xe Linux Driver Working Toward UALink & High Speed Fabrics Support,https://www.phoronix.com/news/Intel-Xe-SVM-UALink,phoronix.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-11 15:00:00+00:00,2025-11-11,Intel Xe Linux Driver Working Toward UALink & High Speed Fabrics Support,intel xe linux driver working toward ualink & high speed fabrics support,0.4019,positive,1
20251112T234500Z,"Intel software fixes stamp down privilege escalation vulnerabilities , while microcode updates clean up CPU messes chipmaker has its own Patch Tuesday as it stomps down 30 bugs",https://www.tomshardware.com/software/intel-software-fixes-stamp-down-privilege-escalation-vulnerabilities-while-microcode-updates-clean-up-cpu-messes-chipmaker-has-its-own-patch-tuesday-as-it-stomps-down-30-bugs,tomshardware.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-12 23:45:00+00:00,2025-11-12,"Intel software fixes stamp down privilege escalation vulnerabilities , while microcode updates clean up CPU messes chipmaker has its own Patch Tuesday as it stomps down 30 bugs","intel software fixes stamp down privilege escalation vulnerabilities , while microcode updates clean up cpu messes chipmaker has its own patch tuesday as it stomps down 30 bugs",0.5574,positive,1
20251112T231500Z,"AMD Soars on Ambitious AI Vision , Reshaping Semiconductor Landscape",https://markets.financialcontent.com/stocks/article/marketminute-2025-11-12-amd-soars-on-ambitious-ai-vision-reshaping-semiconductor-landscape,markets.financialcontent.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-12 23:15:00+00:00,2025-11-12,"AMD Soars on Ambitious AI Vision , Reshaping Semiconductor Landscape","amd soars on ambitious ai vision , reshaping semiconductor landscape",0.6249,positive,1
20251112T190000Z,US Stocks Hover Near Record Highs as AMD AI Ambitions Fuel Semiconductor Rally,https://markets.financialcontent.com/stocks/article/marketminute-2025-11-12-us-stocks-hover-near-record-highs-as-amds-ai-ambitions-fuel-semiconductor-rally,markets.financialcontent.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-12 19:00:00+00:00,2025-11-12,US Stocks Hover Near Record Highs as AMD AI Ambitions Fuel Semiconductor Rally,us stocks hover near record highs as amd ai ambitions fuel semiconductor rally,0.0,neutral,0
20251112T023000Z,"Intel Foundry Faces Major Setback as Revenue Falls 1 , 000 Times Behind TSMC",https://www.eteknix.com/intel-foundry-faces-major-setback-as-revenue-falls-1000-times-behind-tsmc/,eteknix.com,English,United States,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-11-12 02:30:00+00:00,2025-11-12,"Intel Foundry Faces Major Setback as Revenue Falls 1 , 000 Times Behind TSMC","intel foundry faces major setback as revenue falls 1 , 000 times behind tsmc",0.0,neutral,0
20251112T001500Z,"Micron reallocates CHIPS Act funds to Idaho , delaying New York fabs",https://www.digitimes.com/news/a20251111PD247/micron-chips-act-funding-fab-production.html,digitimes.com,English,China,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-11-12 00:15:00+00:00,2025-11-12,"Micron reallocates CHIPS Act funds to Idaho , delaying New York fabs","micron reallocates chips act funds to idaho , delaying new york fabs",0.0,neutral,0
20251113T121500Z,Samsung pushes HBM3E chips for AI servers while also improving HBM4 yield,https://www.sammobile.com/news/samsung-pushes-hbm3e-chips-ai-servers-while-improving-hbm4-yield/,sammobile.com,English,South Korea,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-13 12:15:00+00:00,2025-11-13,Samsung pushes HBM3E chips for AI servers while also improving HBM4 yield,samsung pushes hbm3e chips for ai servers while also improving hbm4 yield,0.4215,positive,1
20251113T004500Z,"Broadcom introduces standards - based fabric , Cisco integration with VCF",https://www.networkworld.com/article/4088844/broadcom-introduces-standards-based-fabric-cisco-integration-with-vcf.html,networkworld.com,English,United States,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-11-13 00:45:00+00:00,2025-11-13,"Broadcom introduces standards - based fabric , Cisco integration with VCF","broadcom introduces standards - based fabric , cisco integration with vcf",0.0,neutral,0
20251114T201500Z,NVIDIA and AMD Could Raise GPU Prices in 2026 Due to Memory Costs,https://www.eteknix.com/nvidia-and-amd-could-raise-gpu-prices-in-2026-due-to-memory-costs/,eteknix.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-14 20:15:00+00:00,2025-11-14,NVIDIA and AMD Could Raise GPU Prices in 2026 Due to Memory Costs,nvidia and amd could raise gpu prices in 2026 due to memory costs,0.0,neutral,0
20251114T193000Z,"JP Morgan says Nvidia is gearing up to sell entire AI servers instead of just AI GPUs and components Jensen master plan of vertical integration will boost Nvidia profits , purportedly starting with Vera Rubin",https://finance.yahoo.com/news/jp-morgan-says-nvidia-gearing-170431195.html,finance.yahoo.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-14 19:30:00+00:00,2025-11-14,"JP Morgan says Nvidia is gearing up to sell entire AI servers instead of just AI GPUs and components Jensen master plan of vertical integration will boost Nvidia profits , purportedly starting with Vera Rubin","jp morgan says nvidia is gearing up to sell entire ai servers instead of just ai gpus and components jensen master plan of vertical integration will boost nvidia profits , purportedly starting with vera rubin",0.7506,positive,1
20251114T113000Z,1 Artificial Intelligence ( AI ) Semiconductor Stock to Buy Hand Over Fist Before December ( Hint : It Not Nvidia ) ,https://www.fool.com/investing/2025/11/14/ai-semiconductor-stock-nvidia-broadcom/?source=iedfolrf0000001,fool.com,English,United States,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-11-14 11:30:00+00:00,2025-11-14,1 Artificial Intelligence ( AI ) Semiconductor Stock to Buy Hand Over Fist Before December ( Hint : It Not Nvidia ),1 artificial intelligence ( ai ) semiconductor stock to buy hand over fist before december ( hint : it not nvidia ),0.743,positive,1
20251115T203000Z,"Meet the Unstoppable Stock That Could Join Apple , Nvidia , Microsoft , Alphabet , Amazon , Meta , and Taiwan Semiconductor in the $1 Trillion Club by 2030 . ",https://www.fool.com/investing/2025/11/15/meet-the-unstoppable-stock-that-could-join-apple-n/?source=iedfolrf0000001,fool.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-11-15 20:30:00+00:00,2025-11-15,"Meet the Unstoppable Stock That Could Join Apple , Nvidia , Microsoft , Alphabet , Amazon , Meta , and Taiwan Semiconductor in the $1 Trillion Club by 2030 .","meet the unstoppable stock that could join apple , nvidia , microsoft , alphabet , amazon , meta , and taiwan semiconductor in the $1 trillion club by 2030 .",0.2732,positive,1
20251115T183000Z,"New Chinese optical quantum chip allegedly 1 , 000x faster than Nvidia GPUs for processing AI workloads - firm reportedly producing 12 , 000 wafers per year",https://tech.yahoo.com/science/articles/chinese-optical-quantum-chip-allegedly-103000692.html,tech.yahoo.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-11-15 18:30:00+00:00,2025-11-15,"New Chinese optical quantum chip allegedly 1 , 000x faster than Nvidia GPUs for processing AI workloads - firm reportedly producing 12 , 000 wafers per year","new chinese optical quantum chip allegedly 1 , 000x faster than nvidia gpus for processing ai workloads - firm reportedly producing 12 , 000 wafers per year",0.0,neutral,0
20251115T211500Z,"Micron Stock Is Quietly Up 180 % YTD , What The HBM Leader Has In Store For 2026 ( NASDAQ : MU ) ",https://seekingalpha.com/article/4844045-micron-stock-is-quietly-up-180-percent-ytd-what-the-hbm-leader-has-in-store-for-2026,seekingalpha.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-15 21:15:00+00:00,2025-11-15,"Micron Stock Is Quietly Up 180 % YTD , What The HBM Leader Has In Store For 2026 ( NASDAQ : MU )","micron stock is quietly up 180 % ytd , what the hbm leader has in store for 2026 ( nasdaq : mu )",0.0,neutral,0
20251115T190000Z,Ollama Vulkan Leap : Unlocking AI Power on Non - Nvidia GPUs,https://www.webpronews.com/ollamas-vulkan-leap-unlocking-ai-power-on-non-nvidia-gpus/,webpronews.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-15 19:00:00+00:00,2025-11-15,Ollama Vulkan Leap : Unlocking AI Power on Non - Nvidia GPUs,ollama vulkan leap : unlocking ai power on non - nvidia gpus,0.0,neutral,0
20251115T184500Z,"Asu luxurious RTX 5090 GPU is twice as expensive as Nvidia Founders Edition ROG Matrix Platinum GeForce RTX 5090 launches at $3 , 999 with just 1 , 000 units available",https://www.tomshardware.com/pc-components/gpus/asus-luxurious-rtx-5090-gpu-is-twice-as-expensive-as-nvidia-founders-edition-rog-matrix-platinum-geforce-rtx-5090-launches-at-usd3-999-with-just-1-000-units-available,tomshardware.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-15 18:45:00+00:00,2025-11-15,"Asu luxurious RTX 5090 GPU is twice as expensive as Nvidia Founders Edition ROG Matrix Platinum GeForce RTX 5090 launches at $3 , 999 with just 1 , 000 units available","asu luxurious rtx 5090 gpu is twice as expensive as nvidia founders edition rog matrix platinum geforce rtx 5090 launches at $3 , 999 with just 1 , 000 units available",0.0,neutral,0
20251115T164500Z,"This AMD GPU Deal Will Make You Forget Every Other One Out There , as the Radeon RX 9070 XT Drops to Just $579 . 99",https://wccftech.com/this-amd-gpu-deal-will-make-you-forget-every-other-one-out-there/,wccftech.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-15 16:45:00+00:00,2025-11-15,"This AMD GPU Deal Will Make You Forget Every Other One Out There , as the Radeon RX 9070 XT Drops to Just $579 . 99","this amd gpu deal will make you forget every other one out there , as the radeon rx 9070 xt drops to just $579 . 99",-0.2263,negative,-1
20251115T153000Z,NVIDIA Sends Out Initial Turing GPU Support For Open - Source Nova Driver,https://www.phoronix.com/news/NVIDIA-Turing-Nova-Core-GSP,phoronix.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-15 15:30:00+00:00,2025-11-15,NVIDIA Sends Out Initial Turing GPU Support For Open - Source Nova Driver,nvidia sends out initial turing gpu support for open - source nova driver,0.4019,positive,1
20251115T110000Z,Intel GPUs On Raspberry Pi Is So Wrong It Feels Right,https://hackaday.com/2025/11/14/intel-gpus-on-raspberry-pi-is-so-wrong-it-feels-right/,hackaday.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-15 11:00:00+00:00,2025-11-15,Intel GPUs On Raspberry Pi Is So Wrong It Feels Right,intel gpus on raspberry pi is so wrong it feels right,-0.6113,negative,-1
20251115T070000Z,Broadcom ( AVGO ) Soars as Jefferies Crowns it New Semiconductor  Top Pick  Amidst AI Chip Boom,https://markets.financialcontent.com/stocks/article/marketminute-2025-11-14-broadcom-avgo-soars-as-jefferies-crowns-it-new-semiconductor-top-pick-amidst-ai-chip-boom,markets.financialcontent.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-15 07:00:00+00:00,2025-11-15,Broadcom ( AVGO ) Soars as Jefferies Crowns it New Semiconductor Top Pick Amidst AI Chip Boom,broadcom ( avgo ) soars as jefferies crowns it new semiconductor top pick amidst ai chip boom,0.2023,positive,1
20251115T004500Z,Micron delays construction at $100B New York megafab,https://www.constructiondive.com/news/micron-delay-construction-new-york-megafab/805622/,constructiondive.com,English,United States,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-11-15 00:45:00+00:00,2025-11-15,Micron delays construction at $100B New York megafab,micron delays construction at $100b new york megafab,0.0,neutral,0
20251116T190000Z,"Meet the Newest Supercharged Growth Stock to Join Nvidia , Apple , Microsoft , Amazon , Alphabet , Meta , and Taiwan Semiconductor Manufacturing in the $1 Trillion Club . It Still a Buy Right Now , According to Certain Wall Street Analysts . ",https://www.fool.com/investing/2025/11/16/meet-the-newest-supercharged-growth-stock-to-join/,fool.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-11-16 19:00:00+00:00,2025-11-16,"Meet the Newest Supercharged Growth Stock to Join Nvidia , Apple , Microsoft , Amazon , Alphabet , Meta , and Taiwan Semiconductor Manufacturing in the $1 Trillion Club . It Still a Buy Right Now , According to Certain Wall Street Analysts .","meet the newest supercharged growth stock to join nvidia , apple , microsoft , amazon , alphabet , meta , and taiwan semiconductor manufacturing in the $1 trillion club . it still a buy right now , according to certain wall street analysts .",0.765,positive,1
20251116T164500Z,"Intel  Advanced Packaging  Attracts Attention From Apple and Qualcomm , Potentially Opening a New Frontier for the Foundry Business",https://wccftech.com/intel-advanced-packaging-attracts-attention-from-apple-and-qualcomm/,wccftech.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-16 16:45:00+00:00,2025-11-16,"Intel Advanced Packaging Attracts Attention From Apple and Qualcomm , Potentially Opening a New Frontier for the Foundry Business","intel advanced packaging attracts attention from apple and qualcomm , potentially opening a new frontier for the foundry business",0.5719,positive,1
20251119T000000Z,Billionaire PayPal founder dumps stake in AI chipmaker Nvidia,https://finance.yahoo.com/news/billionaire-paypal-founder-dumps-stake-152943754.html,finance.yahoo.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-11-19 00:00:00+00:00,2025-11-19,Billionaire PayPal founder dumps stake in AI chipmaker Nvidia,billionaire paypal founder dumps stake in ai chipmaker nvidia,-0.4019,negative,-1
20251118T230000Z,"Microsoft - Backed d - Matrix Raises $275M At $2B Valuation , Claims 10X Faster AI Performance Than Nvidia GPU Systems",https://biztoc.com/x/55b584a299af70fb,biztoc.com,English,,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-11-18 23:00:00+00:00,2025-11-18,"Microsoft - Backed d - Matrix Raises $275M At $2B Valuation , Claims 10X Faster AI Performance Than Nvidia GPU Systems","microsoft - backed d - matrix raises $275m at $2b valuation , claims 10x faster ai performance than nvidia gpu systems",0.0258,neutral,0
20251118T193000Z,"UT Austin buys 4 , 000 Nvidia GPUs for Horizon supercomputer",https://www.statesman.com/business/technology/article/ut-austin-4000-nvidia-gpus-21194611.php,statesman.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-11-18 19:30:00+00:00,2025-11-18,"UT Austin buys 4 , 000 Nvidia GPUs for Horizon supercomputer","ut austin buys 4 , 000 nvidia gpus for horizon supercomputer",0.0,neutral,0
20251118T190000Z,RAM pricing crisis threatens graphics cards – rumor has it some AMD and Nvidia budget GPUs could be scrapped,https://www.techradar.com/computing/gpu/ram-pricing-crisis-threatens-graphics-cards-rumor-has-it-some-amd-and-nvidia-budget-gpus-could-be-scrapped,techradar.com,English,United Kingdom,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-18 19:00:00+00:00,2025-11-18,RAM pricing crisis threatens graphics cards – rumor has it some AMD and Nvidia budget GPUs could be scrapped,ram pricing crisis threatens graphics cards – rumor has it some amd and nvidia budget gpus could be scrapped,-0.7717,negative,-1
20251118T043000Z,"Morgan Stanley Reiterates Overweight on Micron ( MU ), Cites DRAM Shortage and Earnings Momentum",https://www.insidermonkey.com/blog/morgan-stanley-reiterates-overweight-on-micron-mu-cites-dram-shortage-and-earnings-momentum-1646998/,insidermonkey.com,English,United States,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-11-18 04:30:00+00:00,2025-11-18,"Morgan Stanley Reiterates Overweight on Micron ( MU ), Cites DRAM Shortage and Earnings Momentum","morgan stanley reiterates overweight on micron ( mu ), cites dram shortage and earnings momentum",-0.5423,negative,-1
20251119T224500Z,"Nvidia pops as AI strength buoys Q3 results , guidance ; Huang says cloud GPUs  sold out  ( NVDA : NASDAQ ) ",https://seekingalpha.com/news/4523835-nvidia-pops-as-ai-strength-buoys-q3-results-guidance-huang-says-cloud-gpus-sold-out,seekingalpha.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-11-19 22:45:00+00:00,2025-11-19,"Nvidia pops as AI strength buoys Q3 results , guidance ; Huang says cloud GPUs sold out ( NVDA : NASDAQ )","nvidia pops as ai strength buoys q3 results , guidance ; huang says cloud gpus sold out ( nvda : nasdaq )",0.4939,positive,1
20251119T221500Z,Nvidia Q3 results : Chipmaker giant reports 65 % jump in net income ; beats analyst predictions,https://timesofindia.indiatimes.com/business/international-business/nvidia-q3-results-chipmaker-giant-reports-65-jump-in-net-income-beats-analyst-predictions/articleshow/125447677.cms,timesofindia.indiatimes.com,English,India,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-11-19 22:15:00+00:00,2025-11-19,Nvidia Q3 results : Chipmaker giant reports 65 % jump in net income ; beats analyst predictions,nvidia q3 results : chipmaker giant reports 65 % jump in net income ; beats analyst predictions,0.0,neutral,0
20251119T174500Z,NVIDIA Shift To Smartphone - Style Server Memory Could Double DRAM Costs,https://hothardware.com/news/nvidias-shift-to-smartphone-style-server-memory-could-double-dram-costs,hothardware.com,English,United States,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-11-19 17:45:00+00:00,2025-11-19,NVIDIA Shift To Smartphone - Style Server Memory Could Double DRAM Costs,nvidia shift to smartphone - style server memory could double dram costs,0.0,neutral,0
20251120T214500Z,"Trump May Delay Semiconductor Tariffs , impacting Nvidia",https://thebull.com.au/us-news/trump-may-delay-semiconductor-tariffs-impacting-nvidia-and-amd/,thebull.com.au,English,Australia,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-11-20 21:45:00+00:00,2025-11-20,"Trump May Delay Semiconductor Tariffs , impacting Nvidia","trump may delay semiconductor tariffs , impacting nvidia",-0.3182,negative,-1
20251120T214500Z,Nvidia chips : Plot to send GPUs to China leads to indictment,https://www.cnbc.com/2025/11/20/nvidia-ai-chips-china-gpu.html,cnbc.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-11-20 21:45:00+00:00,2025-11-20,Nvidia chips : Plot to send GPUs to China leads to indictment,nvidia chips : plot to send gpus to china leads to indictment,0.0,neutral,0
20251120T204500Z,"Microsoft allies with Anthropic : Claude arrives on Foundry , Nvidia invests 10 billion",https://myhostnews.com/microsoft-allies-with-anthropic-claude-arrives-on-foundry-nvidia-invests-10-billion/,myhostnews.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-11-20 20:45:00+00:00,2025-11-20,"Microsoft allies with Anthropic : Claude arrives on Foundry , Nvidia invests 10 billion","microsoft allies with anthropic : claude arrives on foundry , nvidia invests 10 billion",0.0,neutral,0
20251120T170000Z,Nvidia Big Earnings And Tariff Pause Rumors Lift Semiconductor Stocks,https://biztoc.com/x/997c35dcf36c2098,biztoc.com,English,,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-11-20 17:00:00+00:00,2025-11-20,Nvidia Big Earnings And Tariff Pause Rumors Lift Semiconductor Stocks,nvidia big earnings and tariff pause rumors lift semiconductor stocks,0.0,neutral,0
20251122T181500Z,"Employee quits job over an Nvidia RTX 5060 intern asked to hand in GPU won on an all - expense - paid business trip , refused",https://www.tomshardware.com/pc-components/gpus/employee-quits-job-over-an-nvidia-rtx-5060-intern-asked-to-hand-in-gpu-won-on-an-all-expense-paid-business-trip-refused,tomshardware.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-22 18:15:00+00:00,2025-11-22,"Employee quits job over an Nvidia RTX 5060 intern asked to hand in GPU won on an all - expense - paid business trip , refused","employee quits job over an nvidia rtx 5060 intern asked to hand in gpu won on an all - expense - paid business trip , refused",0.6908,positive,1
20251122T131500Z,This Is the Most Overlooked Semiconductor Stock Powering the Artificial Intelligence ( AI ) Infrastructure Boom,https://finance.yahoo.com/news/most-overlooked-semiconductor-stock-powering-111500528.html,finance.yahoo.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-22 13:15:00+00:00,2025-11-22,This Is the Most Overlooked Semiconductor Stock Powering the Artificial Intelligence ( AI ) Infrastructure Boom,this is the most overlooked semiconductor stock powering the artificial intelligence ( ai ) infrastructure boom,0.4033,positive,1
20251123T143000Z,Intel Nova Lake may use mix of Xe3 and Xe3P GPU cores,https://www.kitguru.net/components/graphic-cards/joao-silva/intel-nova-lake-may-use-mix-of-xe3-and-xe3p-gpu-cores/,kitguru.net,English,United Kingdom,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-23 14:30:00+00:00,2025-11-23,Intel Nova Lake may use mix of Xe3 and Xe3P GPU cores,intel nova lake may use mix of xe3 and xe3p gpu cores,0.0,neutral,0
20251124T201500Z,"TSMC Arizona Outage Saw Fab Halt , Apple Wafers Scrapped",https://www.culpium.com/p/tsmc-arizona-outage-saw-fab-halt,culpium.com,English,,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-24 20:15:00+00:00,2025-11-24,"TSMC Arizona Outage Saw Fab Halt , Apple Wafers Scrapped","tsmc arizona outage saw fab halt , apple wafers scrapped",0.4588,positive,1
20251124T184500Z,"Elon Musk Claims Tesla Must Outproduce NVIDIA , AMD , and All Other AI Chip Makers in Volume if It Wants to Win the Real - World AI Race",https://wccftech.com/elon-musk-claims-tesla-must-outproduce-nvidia-amd-and-all-other-ai-chip-makers/,wccftech.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-24 18:45:00+00:00,2025-11-24,"Elon Musk Claims Tesla Must Outproduce NVIDIA , AMD , and All Other AI Chip Makers in Volume if It Wants to Win the Real - World AI Race","elon musk claims tesla must outproduce nvidia , amd , and all other ai chip makers in volume if it wants to win the real - world ai race",0.5859,positive,1
20251124T173000Z,"Exynos 2200 Unveiled , AMD RDNA2 Xclipse GPU , And More : Nepal News",https://www.rashtranews.com/exynos-2200-unveiled-amd-rdna2-xclipse-gpu-and-more-nepal-news/,rashtranews.com,English,India,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-24 17:30:00+00:00,2025-11-24,"Exynos 2200 Unveiled , AMD RDNA2 Xclipse GPU , And More : Nepal News","exynos 2200 unveiled , amd rdna2 xclipse gpu , and more : nepal news",0.0,neutral,0
20251124T204500Z,Broadcom Rallies As Semiconductor Stocks Surge On Fed Rate Cut Hopes,https://biztoc.com/x/8ed1018161f8d091,biztoc.com,English,,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-11-24 20:45:00+00:00,2025-11-24,Broadcom Rallies As Semiconductor Stocks Surge On Fed Rate Cut Hopes,broadcom rallies as semiconductor stocks surge on fed rate cut hopes,0.1779,positive,1
20251125T221500Z,Options Corner : Taiwan Semiconductor Trade Secret Dispute With Intel Presents A Contrarian Opportunity - Taiwan Semiconductor ( NYSE : TSM ) ,https://www.benzinga.com/markets/options/25/11/49073379/tsmc-tsm-stock-trade-secret-dispute-intel-contrarian-bull-spread,benzinga.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-11-25 22:15:00+00:00,2025-11-25,Options Corner : Taiwan Semiconductor Trade Secret Dispute With Intel Presents A Contrarian Opportunity - Taiwan Semiconductor ( NYSE : TSM ),options corner : taiwan semiconductor trade secret dispute with intel presents a contrarian opportunity - taiwan semiconductor ( nyse : tsm ),0.0258,neutral,0
20251125T204500Z,Applied Materials shares rise as UBS upgrades to  Buy  on bullish DRAM cycle,https://www.proactiveinvestors.com/companies/news/1083194/applied-materials-shares-rise-as-ubs-upgrades-to-buy-on-bullish-dram-cycle-1083194.html,proactiveinvestors.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-11-25 20:45:00+00:00,2025-11-25,Applied Materials shares rise as UBS upgrades to Buy on bullish DRAM cycle,applied materials shares rise as ubs upgrades to buy on bullish dram cycle,0.296,positive,1
20251125T234500Z,Nvidia slashes RTX 50 GPU prices for Black Friday,https://www.kitguru.net/components/graphic-cards/matthew-wilson/nvidia-slashes-rtx-50-gpu-prices-for-black-friday/,kitguru.net,English,United Kingdom,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-25 23:45:00+00:00,2025-11-25,Nvidia slashes RTX 50 GPU prices for Black Friday,nvidia slashes rtx 50 gpu prices for black friday,-0.2023,negative,-1
20251125T124500Z,"Blood , Chemicals , and Silicon : How a Deadly Explosion at TSMC Arizona Exposes the Fragility of America Semiconductor Pivot",https://www.webpronews.com/blood-chemicals-and-silicon-how-a-deadly-explosion-at-tsmc-arizona-exposes-the-fragility-of-americas-semiconductor-pivot/,webpronews.com,English,United States,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-11-25 12:45:00+00:00,2025-11-25,"Blood , Chemicals , and Silicon : How a Deadly Explosion at TSMC Arizona Exposes the Fragility of America Semiconductor Pivot","blood , chemicals , and silicon : how a deadly explosion at tsmc arizona exposes the fragility of america semiconductor pivot",-0.128,negative,-1
20251126T233000Z,"FLUX . 2 Models Released , Optimized for NVIDIA RTX GPUs",https://www.el-balad.com/6777591,el-balad.com,English,Egypt,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-26 23:30:00+00:00,2025-11-26,"FLUX . 2 Models Released , Optimized for NVIDIA RTX GPUs","flux . 2 models released , optimized for nvidia rtx gpus",0.4588,positive,1
20251126T193000Z,"The U . S . Has Captured Nearly 90 % of Semiconductor Investments This Year , Surging Ahead as the Leading Destination for Chip Titans Like TSMC",https://wccftech.com/the-us-has-captured-nearly-90-of-global-semiconductor-investments/,wccftech.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-26 19:30:00+00:00,2025-11-26,"The U . S . Has Captured Nearly 90 % of Semiconductor Investments This Year , Surging Ahead as the Leading Destination for Chip Titans Like TSMC","the u . s . has captured nearly 90 % of semiconductor investments this year , surging ahead as the leading destination for chip titans like tsmc",0.3612,positive,1
20251126T161500Z,NVIDIA RTX 5080 finally sees Black Friday price drops The GPU everyone wants now costs what it should have all along,https://www.windowscentral.com/hardware/nvidia/rtx-5080-black-friday-prices,windowscentral.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-26 16:15:00+00:00,2025-11-26,NVIDIA RTX 5080 finally sees Black Friday price drops The GPU everyone wants now costs what it should have all along,nvidia rtx 5080 finally sees black friday price drops the gpu everyone wants now costs what it should have all along,0.0,neutral,0
